id;studyid;reference;lat;lon;mat;map;clay;soc;ph;year;g_crop_type;management;describe;fertilizer_type;crop_residue;tillage;cover_crop_and_crop_rotation;fertilizer_strategy;rfr;rfp;rft;n_dose;replication ;nue_type;nuet_mean;nuet_sd;nuec_mean;nuec_sd;nup_type;nut_mean;nut_sd;nut_0N;nuc_mean;nuc_sd;nuc_0N
903;169;Liang X_2013_Nitrogen;30,83;120,67;16,84915988;1432,491937;41,28571429;26,90714286;6,692857143;6;rice;CF;Pig manure,40%-60%;combined;no;conventional;no;conventional;no;no;no;180;3;REN;45;;46,66666667;;up_total;165;;84;168;;84
904;169;Liang X_2013_Nitrogen;30,83;120,67;16,84915988;1432,491937;41,28571429;26,90714286;6,692857143;6;rice;CF;Pig manure,40%-60%;combined;no;conventional;no;conventional;no;no;no;270;3;REN;46,2962963;;47,40740741;;up_total;209;;84;212;;84
905;169;Liang X_2013_Nitrogen;30,83;120,67;16,84915988;1432,491937;41,28571429;26,90714286;6,692857143;6;rice;CF;Pig manure,40%-60%;combined;no;conventional;no;conventional;no;no;no;90;3;REN;32,22222222;;60;;up_total;101;;72;126;;72
906;169;Liang X_2013_Nitrogen;30,83;120,67;16,84915988;1432,491937;41,28571429;26,90714286;6,692857143;6;rice;CF;Pig manure,40%-60%;combined;no;conventional;no;conventional;no;no;no;180;3;REN;37,77777778;;58,88888889;;up_total;140;;72;178;;72
907;169;Liang X_2013_Nitrogen;30,83;120,67;16,84915988;1432,491937;41,28571429;26,90714286;6,692857143;6;rice;CF;Pig manure,40%-60%;combined;no;conventional;no;conventional;no;no;no;270;3;REN;39,62962963;;56,2962963;;up_total;179;;72;224;;72
908;169;Liang X_2013_Nitrogen;30,83;120,67;16,84915988;1432,491937;41,28571429;26,90714286;6,692857143;6;rice;CF;Pig manure,40%-60%;combined;no;conventional;no;conventional;no;no;no;90;3;REN;35,55555556;;46,66666667;;up_total;95;;63;105;;63
909;169;Liang X_2013_Nitrogen;30,83;120,67;16,84915988;1432,491937;41,28571429;26,90714286;6,692857143;6;rice;CF;Pig manure,40%-60%;combined;no;conventional;no;conventional;no;no;no;180;3;REN;39,44444444;;48,88888889;;up_total;134;;63;151;;63
910;169;Liang X_2013_Nitrogen;30,83;120,67;16,84915988;1432,491937;41,28571429;26,90714286;6,692857143;6;rice;CF;Pig manure,40%-60%;combined;no;conventional;no;conventional;no;no;no;270;3;REN;40,37037037;;46,66666667;;up_total;172;;63;189;;63
911;169;Liang X_2013_Nitrogen;30,83;120,67;16,84915988;1432,491937;41,28571429;26,90714286;6,692857143;6;rice;CF;Pig manure,40%-60%;combined;no;conventional;no;conventional;no;no;no;90;3;REN;64,44444444;;47,77777778;;up_total;116;;58;101;;58
912;169;Liang X_2013_Nitrogen;30,83;120,67;16,84915988;1432,491937;41,28571429;26,90714286;6,692857143;6;rice;CF;Pig manure,40%-60%;combined;no;conventional;no;conventional;no;no;no;180;3;REN;53,33333333;;47,22222222;;up_total;154;;58;143;;58
913;169;Liang X_2013_Nitrogen;30,83;120,67;16,84915988;1432,491937;41,28571429;26,90714286;6,692857143;6;rice;CF;Pig manure,40%-60%;combined;no;conventional;no;conventional;no;no;no;270;3;REN;49,25925926;;46,2962963;;up_total;191;;58;183;;58
914;169;Liang X_2013_Nitrogen;30,83;120,67;16,84915988;1432,491937;41,28571429;26,90714286;6,692857143;6;rice;CF;pig manure;combined;no;conventional;no;conventional;no;no;no;90;3;REN;41;;47;;up_total;116;;;121;;
915;169;Liang X_2013_Nitrogen;30,83;120,67;16,84915988;1432,491937;41,28571429;26,90714286;6,692857143;6;rice;CF;pig manure;combined;no;conventional;no;conventional;no;no;no;180;3;REN;42;;48;;up_total;154;;;165;;
916;169;Liang X_2013_Nitrogen;30,83;120,67;16,84915988;1432,491937;41,28571429;26,90714286;6,692857143;6;rice;CF;pig manure;combined;no;conventional;no;conventional;no;no;no;270;3;REN;41;;47;;up_total;191;;;205;;
917;170;Lin Cheng_2011_Effect_Chinese;26,23;119,07;18,49212863;1652,989365;26,70714286;13,86428571;5,964285714;1;rice;CF;25%organic+75%chemical;combined;no;conventional;no;conventional;no;no;no;135;3;REN;37,1;;30;;up_total;137,4;;;127,8;;
918;170;Lin Cheng_2011_Effect_Chinese;26,23;119,07;18,49212863;1652,989365;26,70714286;13,86428571;5,964285714;1;rice;CF;50%organic+50%chemical;combined;no;conventional;no;conventional;no;no;no;135;3;REN;39,9;;30;;up_total;141,2;;;127,8;;
919;170;Lin Cheng_2011_Effect_Chinese;26,23;119,07;18,49212863;1652,989365;26,70714286;13,86428571;5,964285714;1;rice;CF;75%organic+25%chemical;combined;no;conventional;no;conventional;no;no;no;135;3;REN;38,8;;30;;up_total;139,7;;;127,8;;
920;170;Lin Cheng_2011_Effect_Chinese;26,23;119,07;18,49212863;1652,989365;26,70714286;13,86428571;5,964285714;1;rice;OF;;organic;no;conventional;no;conventional;no;no;no;135;3;REN;38,9;;30;;up_total;139,8;;;127,8;;
921;171;Lin_2014_Tillage;47,05;-109,95;6,26304334;606,0954111;31,8;16,23571429;7,385714286;3;wheat;NT;;mineral;no;no-till;no;conventional;no;no;no;135;4;REN;46,0714;7,1429;55;7,1429;up_total;59,5683;3,0216;;77,6978;3,4533;
922;171;Lin_2014_Tillage;47,05;-109,95;6,26304334;606,0954111;31,8;16,23571429;7,385714286;3;wheat;NT;;mineral;no;no-till;no;conventional;no;no;no;135;4;REN;43,9286;5,3571;42,8571;7,1429;up_total;50,9353;2,5899;;64,7482;3,0216;
923;171;Lin_2014_Tillage;47,05;-109,95;6,26304334;606,0954111;31,8;16,23571429;7,385714286;3;wheat;NT;;mineral;no;no-till;no;conventional;no;no;no;135;4;REN;27,5;7,5;50,3571;3,9286;up_total;31,0791;3,0216;;51,7986;3,0215;
924;171;Lin_2014_Tillage;47,05;-109,95;6,26304334;606,0954111;31,8;16,23571429;7,385714286;3;wheat;NT;;mineral;no;no-till;no;conventional;no;no;no;135;4;REN;45,7143;9,6428;54,2857;7,8572;up_total;56,9784;2,5899;;77,2662;3,4532;
925;172;Liu Anxun_2011_Effects_Chinese;23,13;113,36;22,12415988;2219,21868;27,84285714;18,92857143;5,964285714;1;maize;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;195;3;REN;24,2;;15,8;;up_total;88,9;;;72,7;;
926;173;Liu Bing-lin_2005_Effects_Chinese;34,88;117,63;14,44990857;751,1496099;34,42857143;7,007142857;7,364285714;1;maize;EE;NI;enhanced;no;conventional;no;conventional;no;no;no;225;3;REN;24,8;;22,9;;;;;;;;
927;173;Liu Bing-lin_2005_Effects_Chinese;34,88;117,63;14,44990857;751,1496099;34,42857143;7,007142857;7,364285714;1;maize;EE;NI;enhanced;no;conventional;no;conventional;no;no;no;225;3;REN;30,5;;22,9;;;;;;;;
928;173;Liu Bing-lin_2005_Effects_Chinese;34,88;117,63;14,44990857;751,1496099;34,42857143;7,007142857;7,364285714;1;maize;EE;NI;enhanced;no;conventional;no;conventional;no;no;no;225;3;REN;23,7;;22,9;;;;;;;;
929;173;Liu Bing-lin_2005_Effects_Chinese;34,88;117,63;14,44990857;751,1496099;34,42857143;7,007142857;7,364285714;1;maize;EE;UI;enhanced;no;conventional;no;conventional;no;no;no;225;3;REN;29;;22,9;;;;;;;;
930;173;Liu Bing-lin_2005_Effects_Chinese;34,88;117,63;14,44990857;751,1496099;34,42857143;7,007142857;7,364285714;1;maize;EE;UI;enhanced;no;conventional;no;conventional;no;no;no;225;3;REN;30,4;;22,9;;;;;;;;
931;173;Liu Bing-lin_2005_Effects_Chinese;34,88;117,63;14,44990857;751,1496099;34,42857143;7,007142857;7,364285714;1;maize;EE;UI;enhanced;no;conventional;no;conventional;no;no;no;225;3;REN;23,8;;22,9;;;;;;;;
932;174;Liu Cai-ling_2011_Studies_Chinese;31,3;120,47;16,76883761;1291,456505;31,8;20,28571429;6,464285714;2;rice;RFR;farmers'N practice350kgN/ha;mineral;no;conventional;no;rate;yes;no;no;215;4;REN;29,4;;23;;;;;;;;
933;174;Liu Cai-ling_2011_Studies_Chinese;31,3;120,47;16,76883761;1291,456505;31,8;20,28571429;6,464285714;2;rice;CF;;combined;no;conventional;no;rate;yes;no;no;215;4;REN;34,6;;23;;;;;;;;
934;174;Liu Cai-ling_2011_Studies_Chinese;31,3;120,47;16,76883761;1291,456505;31,8;20,28571429;6,464285714;2;rice;RFR;farmers'N practice350kgN/ha;mineral;no;conventional;no;rate;yes;no;no;180;4;REN;42,4;;19;;;;;;;;
935;175;Liu Dong-bi_2003_Effect_Chinese;30,37;112,63;17,32422498;1300,490409;26,42142857;13,44285714;7,057142857;11;rice;RES;;mineral;yes;conventional;no;conventional;no;no;no;150;4;REN;40,13333333;;31,8;;up_total;141,8;33,2;81,6;129,3;25,6;81,6
936;175;Liu Dong-bi_2003_Effect_Chinese;30,37;112,63;17,32422498;1300,490409;26,42142857;13,44285714;7,057142857;11;wheat;RES;;mineral;yes;conventional;no;conventional;no;no;no;120;4;REN;45,75;;36,66666667;;up_total;96,5;28,3;41,6;85,6;28,9;41,6
937;176;Liu Hai_2010_Influence_Chinese;30,72;107,29;17,13115857;1477,591486;25,05714286;15,05;6,8;3;wheat;CF;Pig manure,40%-60%;combined;no;conventional;no;conventional;no;no;no;120,06;3;REN;49,40862902;;48,68333333;;;;;;;;
938;176;Liu Hai_2010_Influence_Chinese;30,72;107,29;17,13115857;1477,591486;25,05714286;15,05;6,8;3;wheat;CF;,<40%;combined;no;conventional;no;conventional;no;no;no;115,598;3;REN;46,83472032;;48,68333333;;;;;;;;
939;176;Liu Hai_2010_Influence_Chinese;30,72;107,29;17,13115857;1477,591486;25,05714286;15,05;6,8;3;wheat;CF;Pig manure,>60%;combined;no;conventional;no;conventional;no;no;no;115,658;3;REN;55,37878919;;48,68333333;;;;;;;;
940;176;Liu Hai_2010_Influence_Chinese;30,72;107,29;17,13115857;1477,591486;25,05714286;15,05;6,8;3;maize;CF;Pig manure,40%-60%;combined;no;conventional;no;conventional;no;no;no;240,058;3;REN;63,0347666;;51,57916667;;;;;;;;
941;177;Liu Hui-ying_2013_THE_Chinese;41,13;121,35;9,890631231;546,3334197;27,84285714;7,95;7,5;3;maize;RFR;;mineral;no;conventional;no;rate;yes;no;no;210;3;REN;14,98;;13,8;;up_grain;180,26;;;185,26;;
942;177;Liu Hui-ying_2013_THE_Chinese;41,13;121,35;9,890631231;546,3334197;27,84285714;7,95;7,5;3;maize;RES;7500kg/ha;mineral;yes;conventional;no;rate;yes;no;no;210;3;REN;17,59;;13,8;;up_grain;188,11;;;180,43;;
943;177;Liu Hui-ying_2013_THE_Chinese;41,13;121,35;9,890631231;546,3334197;27,84285714;7,95;7,5;3;maize;EE;CRF;enhanced;no;conventional;no;rate;yes;no;no;210;3;REN;20,76;;13,8;;up_grain;196,93;;;180,43;;
944;177;Liu Hui-ying_2013_THE_Chinese;41,13;121,35;9,890631231;546,3334197;27,84285714;7,95;7,5;3;maize;RFR;263;mineral;no;conventional;no;rate;yes;no;no;210;3;REN;7,49047619;;7,309433962;;up_grain;153,69;;137,96;157,33;;137,96
945;177;Liu Hui-ying_2013_THE_Chinese;41,13;121,35;9,890631231;546,3334197;27,84285714;7,95;7,5;3;maize;RES;7500kg/ha;mineral;yes;conventional;no;rate;yes;no;no;210;3;REN;18,4047619;;7,309433962;;up_grain;176,61;;137,96;157,33;;137,96
946;177;Liu Hui-ying_2013_THE_Chinese;41,13;121,35;9,890631231;546,3334197;27,84285714;7,95;7,5;3;maize;EE;CRF;enhanced;no;conventional;no;rate;yes;no;no;210;3;REN;14,27619048;;7,309433962;;up_grain;167,94;;137,96;157,33;;137,96
947;177;Liu Hui-ying_2013_THE_Chinese;41,13;121,35;9,890631231;546,3334197;27,84285714;7,95;7,5;3;maize;RFR;263;mineral;no;conventional;no;rate;yes;no;no;210;3;REN;11,47619048;;13,26792453;;up_grain;158,49;;134,39;169,55;;134,39
948;177;Liu Hui-ying_2013_THE_Chinese;41,13;121,35;9,890631231;546,3334197;27,84285714;7,95;7,5;3;maize;RES;7500kg/ha;mineral;yes;conventional;no;rate;yes;no;no;210;3;REN;19,04285714;;13,26792453;;up_grain;174,38;;134,39;158,49;;134,39
949;177;Liu Hui-ying_2013_THE_Chinese;41,13;121,35;9,890631231;546,3334197;27,84285714;7,95;7,5;3;maize;EE;CRF;enhanced;no;conventional;no;rate;yes;no;no;210;3;REN;18,77142857;;13,26792453;;up_grain;173,81;;134,39;158,49;;134,39
950;178;Liu Jian-tao_2014_Study_Chinese;38,21;114,85;14,04992485;543,6565811;19,87142857;6,192857143;8,085714286;1;wheat;EE;NI;enhanced;no;conventional;no;conventional;no;no;no;240;3;REN;13,22;;11,74;;;;;;;;
951;178;Liu Jian-tao_2014_Study_Chinese;38,21;114,85;14,04992485;543,6565811;19,87142857;6,192857143;8,085714286;1;wheat;EE;NI;enhanced;no;conventional;no;conventional;no;no;no;240;3;REN;19,14;;11,74;;;;;;;;
952;178;Liu Jian-tao_2014_Study_Chinese;38,21;114,85;14,04992485;543,6565811;19,87142857;6,192857143;8,085714286;1;wheat;EE;NI;enhanced;no;conventional;no;conventional;no;no;no;195;3;REN;30,63;;17,48;;;;;;;;
953;178;Liu Jian-tao_2014_Study_Chinese;38,21;114,85;14,04992485;543,6565811;19,87142857;6,192857143;8,085714286;1;wheat;EE;NI;enhanced;no;conventional;no;conventional;no;no;no;195;3;REN;24,1;;17,48;;;;;;;;
954;178;Liu Jian-tao_2014_Study_Chinese;38,21;114,85;14,04992485;543,6565811;19,87142857;6,192857143;8,085714286;1;wheat;EE;DI;enhanced;no;conventional;no;conventional;no;no;no;195;3;REN;38,25;;17,48;;;;;;;;
955;178;Liu Jian-tao_2014_Study_Chinese;38,21;114,85;14,04992485;543,6565811;19,87142857;6,192857143;8,085714286;1;wheat;EE;DI;enhanced;no;conventional;no;conventional;no;no;no;195;3;REN;35,27;;17,48;;;;;;;;
956;178;Liu Jian-tao_2014_Study_Chinese;38,21;114,85;14,04992485;543,6565811;19,87142857;6,192857143;8,085714286;1;maize;RFT;;mineral;no;conventional;no;timing;no;no;yes;240;3;REN;25,75;;27,9;;;;;;;;
957;178;Liu Jian-tao_2014_Study_Chinese;38,21;114,85;14,04992485;543,6565811;19,87142857;6,192857143;8,085714286;1;maize;EE;NI;enhanced;no;conventional;no;conventional;no;no;no;240;3;REN;31,6;;27,9;;;;;;;;
958;178;Liu Jian-tao_2014_Study_Chinese;38,21;114,85;14,04992485;543,6565811;19,87142857;6,192857143;8,085714286;1;maize;EE;NI;enhanced;no;conventional;no;conventional;no;no;no;240;3;REN;33,77;;25,72;;;;;;;;
959;178;Liu Jian-tao_2014_Study_Chinese;38,21;114,85;14,04992485;543,6565811;19,87142857;6,192857143;8,085714286;1;maize;EE;NI;enhanced;no;conventional;no;conventional;no;no;no;240;3;REN;33,16;;25,72;;;;;;;;
960;178;Liu Jian-tao_2014_Study_Chinese;38,21;114,85;14,04992485;543,6565811;19,87142857;6,192857143;8,085714286;1;maize;EE;UI;enhanced;no;conventional;no;conventional;no;no;no;240;3;REN;28,62;;27,9;;;;;;;;
961;178;Liu Jian-tao_2014_Study_Chinese;38,21;114,85;14,04992485;543,6565811;19,87142857;6,192857143;8,085714286;1;maize;EE;DI;enhanced;no;conventional;no;conventional;no;no;no;240;3;REN;33,29;;27,9;;;;;;;;
962;178;Liu Jian-tao_2014_Study_Chinese;38,21;114,85;14,04992485;543,6565811;19,87142857;6,192857143;8,085714286;1;maize;EE;DI;enhanced;no;conventional;no;conventional;no;no;no;240;3;REN;33,45;;25,72;;;;;;;;
963;178;Liu Jian-tao_2014_Study_Chinese;38,01;115,32;14,14015923;523,9138911;20,31428571;5,521428571;7,992857143;1;wheat;EE;UI;enhanced;no;conventional;no;conventional;no;no;no;240;3;REN;14,55;;12,62;;;;;;;;
964;178;Liu Jian-tao_2014_Study_Chinese;38,01;115,32;14,14015923;523,9138911;20,31428571;5,521428571;7,992857143;1;wheat;EE;NI;enhanced;no;conventional;no;conventional;no;no;no;240;3;REN;19,52;;12,62;;;;;;;;
965;178;Liu Jian-tao_2014_Study_Chinese;38,01;115,32;14,14015923;523,9138911;20,31428571;5,521428571;7,992857143;1;wheat;EE;DI;enhanced;no;conventional;no;conventional;no;no;no;240;3;REN;28,8;;12,62;;;;;;;;
966;179;Liu Min_2015_Effects_Chinese;36,15;117,15;13,32184868;671,0503751;25,82857143;7,392857143;7,292857143;1;maize;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;210;4;REN;42,5;;23,1;;;;;;;;
967;179;Liu Min_2015_Effects_Chinese;36,15;117,15;13,32184868;671,0503751;25,82857143;7,392857143;7,292857143;1;maize;EE;CRF;enhanced;no;conventional;no;conventional;no;no;no;300;4;REN;49;;28,2;;;;;;;;
968;180;Liu R_2015_Rice_Chinese;38,2;106,01;10,80415662;265,9015203;18,75;8,164285714;8,292857143;4;rice;CF;Sheep compost,<40%;combined;no;conventional;no;conventional;no;no;no;300;3;REN;33,6;;28,4;;;;;;;;
969;180;Liu R_2015_Rice_Chinese;38,2;106,01;10,80415662;265,9015203;18,75;8,164285714;8,292857143;4;rice;CF;Sheep compost,<40%;combined;no;conventional;no;rate;yes;no;no;240;3;REN;38,1;;28,4;;;;;;;;
970;180;Liu R_2015_Rice_Chinese;38,2;106,01;10,80415662;265,9015203;18,75;8,164285714;8,292857143;4;rice;RFR;;mineral;no;conventional;no;rate;yes;no;no;240;3;REN;36,3;;28,4;;;;;;;;
971;181;Liu Ru-liang_2012_Effects_Chinese;38,11;106,28;11,23324191;254,7895471;27,44285714;6,25;8,4;1;rice;RFR;CRF120kg/ha;mineral;no;conventional;no;rate;yes;no;no;80;3;REN;61,8;;56,3;;;;;;;;
972;181;Liu Ru-liang_2012_Effects_Chinese;38,11;106,28;11,23324191;254,7895471;27,44285714;6,25;8,4;1;rice;RFR;CRF120kg/ha;mineral;no;conventional;no;rate;yes;no;no;80;3;REN;61,8;;57;;;;;;;;
973;182;Liu Ruliang_2015_Rice_Chinese;38,12;106,28;11,23324191;254,7895471;25,32857143;6,485714286;8,392857143;3;rice;CF;compost goat manure;combined;no;conventional;no;conventional;no;no;no;300;3;REN;33,6;;28,4;;up_total;169,4;;;153,9;;
974;182;Liu Ruliang_2015_Rice_Chinese;38,12;106,28;11,23324191;254,7895471;25,32857143;6,485714286;8,392857143;3;rice;CF;compost goat manure;combined;no;conventional;no;rate;yes;no;no;240;3;REN;38,1;;28,4;;up_total;160,2;;;155,7;;
975;182;Liu Ruliang_2015_Rice_Chinese;38,12;106,28;11,23324191;254,7895471;25,32857143;6,485714286;8,392857143;3;rice;RFR;compost goat manure;mineral;no;conventional;no;rate;yes;no;no;240;3;REN;36,3;;28,4;;up_total;155,7;;;153,9;;
976;183;Liu Ya-nan_2015_Effects_Chinese;38,85;115,48;13,53068657;546,3732073;21,73571429;7,15;8,05;2;wheat;RFR;285;mineral;no;conventional;no;rate;yes;no;no;225;3;REN;35,54;;26,12;;;;;;;;
977;183;Liu Ya-nan_2015_Effects_Chinese;38,85;115,48;13,53068657;546,3732073;21,73571429;7,15;8,05;2;wheat;EE;NI;enhanced;yes;conventional;no;rate;yes;no;no;225;3;REN;46,89;;26,12;;;;;;;;
978;183;Liu Ya-nan_2015_Effects_Chinese;38,85;115,48;13,53068657;546,3732073;21,73571429;7,15;8,05;2;wheat;RES;;mineral;yes;conventional;no;rate;yes;no;no;225;3;REN;36,89;;26,12;;;;;;;;
979;183;Liu Ya-nan_2015_Effects_Chinese;38,85;115,48;13,53068657;546,3732073;21,73571429;7,15;8,05;2;maize;RFR;391;mineral;no;conventional;no;rate;yes;no;no;300;3;REN;31,1;;24,17;;;;;;;;
980;183;Liu Ya-nan_2015_Effects_Chinese;38,85;115,48;13,53068657;546,3732073;21,73571429;7,15;8,05;2;maize;EE;NI;enhanced;yes;conventional;no;rate;yes;no;no;300;3;REN;42,23;;24,17;;;;;;;;
981;183;Liu Ya-nan_2015_Effects_Chinese;38,85;115,48;13,53068657;546,3732073;21,73571429;7,15;8,05;2;maize;RES;;mineral;yes;conventional;no;rate;yes;no;no;240;3;REN;31,18;;24,17;;;;;;;;
982;184;Liu Zhanjun_2012_Effects_Chinese;43,72;124,84;6,353456752;697,0238576;26,32142857;13,35;7,557142857;2;maize;CF;Pig compost,<40%;combined;no;conventional;no;conventional;no;no;no;190;3;REN;21;;27,3;;up_total;178,736;6,896;;190,23;5,747;
983;184;Liu Zhanjun_2012_Effects_Chinese;43,72;124,84;6,353456752;697,0238576;26,32142857;13,35;7,557142857;2;maize;CF;Pig compost,<40%;combined;no;conventional;no;rate;yes;no;no;152;3;REN;21,7;;27,3;;up_total;172,414;6,896;;197,126;6,322;
984;184;Liu Zhanjun_2012_Effects_Chinese;43,72;124,84;6,353456752;697,0238576;26,32142857;13,35;7,557142857;2;maize;RFR;Pig compost,<40%;mineral;no;conventional;no;rate;yes;no;no;152;3;REN;38,1;;27,3;;up_total;197,126;6,322;;190,23;5,747;
985;184;Liu Zhanjun_2012_Effects_Chinese;43,72;124,84;6,353456752;697,0238576;26,32142857;13,35;7,557142857;2;maize;RFR;Pig compost,<40%;combined;no;conventional;no;rate;yes;no;no;152;3;REN;21,7;;27,3;;up_total;172,414;6,896;;178,736;6,896;
986;184;Liu Zhanjun_2012_Effects_Chinese;43,72;124,84;6,353456752;697,0238576;26,32142857;13,35;7,557142857;2;maize;CF;Pig compost,<40%;combined;no;conventional;no;conventional;no;no;no;190;3;REN;23,1;;24,7;;up_total;145,402;6,896;;149,425;5,747;
987;184;Liu Zhanjun_2012_Effects_Chinese;43,72;124,84;6,353456752;697,0238576;26,32142857;13,35;7,557142857;2;maize;CF;Pig compost,<40%;combined;no;conventional;no;rate;yes;no;no;150;3;REN;27,2;;24,7;;up_total;142,529;6,896;;137,356;6,322;
988;184;Liu Zhanjun_2012_Effects_Chinese;43,72;124,84;6,353456752;697,0238576;26,32142857;13,35;7,557142857;2;maize;RFR;Pig compost,<40%;mineral;no;conventional;no;rate;yes;no;no;150;3;REN;23,5;;24,7;;up_total;137,356;6,322;;149,425;5,747;
989;184;Liu Zhanjun_2012_Effects_Chinese;43,72;124,84;6,353456752;697,0238576;26,32142857;13,35;7,557142857;2;maize;RFR;Pig compost,<40%;combined;no;conventional;no;rate;yes;no;no;150;3;REN;27,2;;24,7;;up_total;142,529;6,896;;145,402;6,896;
990;185;Liu Zhong-xin_2009_Effect_Chinese;46,95;126,88;3,025168991;704,40145;29,62857143;23,29285714;6,7;1;rice;EE;100%CRF;enhanced;no;conventional;no;conventional;no;no;no;150;3;REN;59,15;;32,51;;;;;;;;
991;185;Liu Zhong-xin_2009_Effect_Chinese;46,95;126,88;3,025168991;704,40145;29,62857143;23,29285714;6,7;1;rice;EE;70%CRF;enhanced;no;conventional;no;conventional;no;no;no;150;3;REN;43,49;;32,51;;;;;;;;
992;185;Liu Zhong-xin_2009_Effect_Chinese;46,95;126,88;3,025168991;704,40145;29,62857143;23,29285714;6,7;1;rice;EE;50%CRF;enhanced;no;conventional;no;conventional;no;no;no;150;3;REN;33,78;;32,51;;;;;;;;
993;185;Liu Zhong-xin_2009_Effect_Chinese;46,95;126,88;3,025168991;704,40145;29,62857143;23,29285714;6,7;1;rice;EE;30%CRF;enhanced;no;conventional;no;conventional;no;no;no;150;3;REN;47,49;;32,51;;;;;;;;
994;185;Liu Zhong-xin_2009_Effect_Chinese;46,95;126,88;3,025168991;704,40145;29,62857143;23,29285714;6,7;1;rice;EE;100%CRF;enhanced;no;conventional;no;conventional;no;no;no;150;3;REN;53,44;;35,45;;;;;;;;
995;185;Liu Zhong-xin_2009_Effect_Chinese;46,95;126,88;3,025168991;704,40145;29,62857143;23,29285714;6,7;1;rice;EE;70%CRF;enhanced;no;conventional;no;conventional;no;no;no;150;3;REN;58,5;;35,45;;;;;;;;
996;185;Liu Zhong-xin_2009_Effect_Chinese;46,95;126,88;3,025168991;704,40145;29,62857143;23,29285714;6,7;1;rice;EE;50%CRF;enhanced;no;conventional;no;conventional;no;no;no;150;3;REN;66,89;;35,45;;;;;;;;
997;185;Liu Zhong-xin_2009_Effect_Chinese;46,95;126,88;3,025168991;704,40145;29,62857143;23,29285714;6,7;1;rice;EE;30%CRF;enhanced;no;conventional;no;conventional;no;no;no;150;3;REN;45;;35,45;;;;;;;;
998;186;Liu, Huiying_2013_Effect_Chinese;41,69;121,26;8,79507459;560,5424644;25,06428571;6,842857143;7,564285714;3;maize;EE;CRF;enhanced;no;conventional;no;rate;yes;no;no;210;3;REN;27,62;;19,09;;;;;;;;
999;186;Liu, Huiying_2013_Effect_Chinese;41,69;121,26;8,79507459;560,5424644;25,06428571;6,842857143;7,564285714;3;maize;RFR;;mineral;no;conventional;no;rate;yes;no;no;210;3;REN;20,11;;19,09;;;;;;;;
1000;186;Liu, Huiying_2013_Effect_Chinese;41,69;121,26;8,79507459;560,5424644;25,06428571;6,842857143;7,564285714;3;maize;RES;;mineral;yes;conventional;no;conventional;no;no;no;210;3;REN;28,94;;19,09;;;;;;;;
