ID,lon,lat,bdod_mean_0_5,bdod_mean_15_30,bdod_mean_5_15,cec_mean_0_5,cec_mean_15_30,cec_mean_5_15,clay_mean_0_5,clay_mean_15_30,clay_mean_5_15,ntot_mean_0_5,ntot_mean_15_30,ntot_mean_5_15,phw_mean_0_5,phw_mean_15_30,phw_mean_5_15,sand_mean_0_5,sand_mean_15_30,sand_mean_5_15,silt_mean_0_5,silt_mean_15_30,silt_mean_5_15,soc_mean_0_5,soc_mean_15_30,soc_mean_5_15,pre_mean,pre_sd,tmp_mean,tmp_sd,pet_mean,pet_sd,GEnZname,GEnZ,GEnS
86,19.4333,51.8167,113.285365853659,131.60487804878,122.756097560976,248.758536585366,130.568292682927,144.70243902439,81.3585365853659,118.185365853659,68.6829268292683,618.973170731707,143.387804878049,149.092682926829,52.4073170731707,55.8463414634146,53.0365853658537,674.058536585366,635.617073170732,684.046341463415,205.551219512195,207.143902439024,208.268292682927,547.170731707317,154.487804878049,177.134146341463,45.1376444139015,26.8167624219767,9.0770116526762,7.39007371027185,1.88994256242168,1.38677867854817,H. Cool temperate and dry,H,H5
87,14.55,53.4333,123,145,135,269.771226415094,172.311320754717,190.370283018868,105.474056603774,115.691037735849,87.5047169811321,641.233490566038,313.969339622642,260.191037735849,51.3325471698113,53.3938679245283,51.7004716981132,556.252358490566,540.964622641509,570.945754716981,201.471698113208,206.594339622642,204.778301886792,610,217,334,47.0284489328149,24.649726633072,9.60574730562753,6.958826874581,1.94166670007439,1.4686207277542,H. Cool temperate and dry,H,H5
88,21.0167,52.2333,104.631067961165,124.097087378641,115.592233009709,264.121359223301,135.266990291262,160.946601941748,83.8058252427184,90.4563106796117,71.3398058252427,551.393203883495,209.461165048544,178.121359223301,47.9296116504854,50.8422330097087,48.6844660194175,626.650485436893,622.54854368932,637.150485436893,185.199029126214,182.584951456311,187.109223300971,720.354368932039,251.638349514563,238.570388349515,42.0485638756862,25.0000136290245,8.97471279342627,7.70486917610184,1.9508621028314,1.46689674859841,H. Cool temperate and dry,H,H5
89,12.4833,41.9,86.0029761904762,96.3154761904762,93.2767857142857,173.002976190476,148.029761904762,153.982142857143,199.315476190476,213.860119047619,197.535714285714,253.946428571429,109.672619047619,131.604166666667,47.8958333333333,48.3779761904762,48.1577380952381,203.068452380952,194.348214285714,202.238095238095,273.208333333333,267.360119047619,275.818452380952,376.767857142857,138.33630952381,157.866071428571,57.3120700655312,39.1951818935428,16.6149427972991,5.78549378323186,2.85086211116835,1.49497695640415,K. Warm temperate and mesic,K,K10
90,6.75,51.2667,115,133,122,268,143,176,226,209,205,498,287,210,55,57,58,407,445,418,367,346,377,515,221,242,67.9965529285971,31.4297483347025,11.1887932639441,5.95590585398789,1.95086209925598,1.26760769535699,J. Cool temperate and moist,J,J5
91,10.2167,56.15,61.6481069042316,83.9933184855234,77.2138084632517,196.349665924276,99.0489977728285,125.055679287305,82.2360801781737,91.2873051224944,79.5902004454343,441.133630289532,139.601336302895,180.031180400891,37.7661469933185,38.5902004454343,38.6815144766147,394.231625835189,387.728285077951,397.795100222717,167.189309576837,164.643652561247,166.320712694878,565.902004454343,253.398663697105,291.271714922049,52.2189664731081,24.7034669866538,8.49310361660332,6.03591174413089,1.59540233247239,1.26141207636521,G. Cold and mesic,G,G13
92,10.75,51.2667,118,145,133,313,179,210,278,330,320,882,148,213,68,70,71,167,193,152,555,477,529,637,224,234,45.1112077302974,22.015754911247,9.24942546451314,6.61114037667462,1.81551726513553,1.3053163488054,H. Cool temperate and dry,H,H5
93,21.0167,52.2167,104.958837772397,124.46004842615,115.912832929782,308,167,210,98,96,82,679,367,261,55,58,55,727,721,740,175,184,178,720.167070217918,250.17191283293,238.535108958838,42.0485638756862,25.0000136290245,8.97471279342627,7.70486917610184,1.9508621028314,1.46689674859841,H. Cool temperate and dry,H,H5
94,21.75,39,114,130,118,247,201,219,244,269,225,521,128,227,63,64,64,338,326,353,417,405,422,681,159,336,59.8545987652294,44.7468654385219,12.5459772447745,6.91434316173718,2.74252878043843,1.64394846923349,J. Cool temperate and moist,J,J3
95,26,64,60,117,101,592,201,319,149,166,141,1042,313,651,47,50,48,518,523,521,333,311,338,2662,598,1507,45.2873573159349,22.7835911637636,3.59885068064363,9.09153906833586,1.34109197362144,1.32754285362497,G. Cold and mesic,G,G4
96,24.1833,45.9333,131,145,140,276,256,265,325,349,334,411,191,264,69,68,68,312,276,309,364,375,357,420,275,279,58.7356330791767,35.4794803472725,9.1629311708712,8.04026834044705,2.06925290364815,1.34093285976888,H. Cool temperate and dry,H,H9
97,19.35,51.9333,120,139,131,300,138,150,83,122,67,594,106,134,54,58,55,677,641,694,240,237,239,548,148,157,45.1376444139015,26.8167624219767,9.0770116526762,7.39007371027185,1.88994256242168,1.38677867854817,H. Cool temperate and dry,H,H9
98,4.35,50.85,107.8,115.7375,112.025,256,124,141,204,226,210,512,250,265,57,59,59,245,271,237,551,504,553,299.03,141.0025,185.2325,71.9896564278109,33.391629300064,10.9916668708982,5.66193269720804,1.90948279377544,1.25056612500286,J. Cool temperate and moist,J,J5
99,8.2333,46.85,85.3934426229508,99.6639344262295,93.5819672131148,337.904371584699,219.150273224044,259.248633879781,205.887978142077,202.122950819672,203.03825136612,734.773224043716,326.158469945355,450.333333333333,49.0464480874317,50.0300546448088,49.7622950819672,351.013661202186,358.16393442623,354.497267759563,320.158469945355,316.748633879781,319.491803278689,925.975409836066,341.603825136612,544.975409836066,166.261784763172,74.7999720577712,3.80258627871758,5.86447520153141,1.60862071966303,0.912251148984286,J. Cool temperate and moist,J,J1
100,0.93,51.17,97,123,115,302,196,216,311,296,319,545,219,304,62,62,63,191,197,169,498,508,512,719,182,333,59.5071849816147,30.4499902856686,10.9155174444119,4.80545336903463,1.73477014355447,1.09287618589145,J. Cool temperate and moist,J,J5
101,21.42,38.58,123,138,132,246,206,226,249,258,258,424,134,195,69,69,69,282,292,280,469,449,462,617,161,244,69.7689667024661,56.4874677147118,15.7887933281646,6.59784841900526,2.82385061921059,1.68233067947302,N. Hot and dry,N,N2
102,3.57,50.62,133,140,138,259,144,159,241,246,243,446,147,177,66,67,67,205,234,202,555,521,554,264,110,159,72.8298865536164,33.6545766371723,10.9017243395163,5.71397985239578,1.94712646660962,1.33088683549271,J. Cool temperate and moist,J,J5
103,8.93,48.73,109,136,129,286,162,182,290,343,344,419,122,208,67,68,69,181,172,157,529,485,499,568,215,346,68.2410932494991,32.0364264592781,9.82758634914269,6.76639338277872,1.96149428946705,1.34877898478207,J. Cool temperate and moist,J,J3
104,-1.64,51.65,99,126,114,301,170,189,351,377,349,651,284,383,65,68,68,252,250,248,397,373,403,853,193,452,63.6660930151227,30.0760711015518,10.0410921312012,4.74533674429499,1.67068968165195,1.11225948897338,J. Cool temperate and moist,J,J3
105,1.12,41.8,138,148,147,259,218,240,265,303,254,278,120,157,78,80,80,252,238,253,483,460,493,334,123,171,49.9755755221022,30.4903221602433,13.9965519624195,6.13232007514551,3.06637936059771,1.62981644187216,K. Warm temperate and mesic,K,K5
106,1.28,41.82,133,147,141,262,221,231,287,315,289,301,113,171,76,77,78,222,222,221,491,463,491,378,134,174,49.9755755221022,30.4903221602433,13.9965519624195,6.13232007514551,3.06637936059771,1.62981644187216,K. Warm temperate and mesic,K,K5
107,1.15,48.15,126,137,134,255,163,190,218,273,253,561,170,154,65,68,68,148,142,137,634,585,611,424,186,143,54.0178169697181,26.6659945480602,11.2637933004519,5.55960735609204,2.0508621047283,1.40449029331384,J. Cool temperate and moist,J,J5
108,12.21,41.89,131,149,149,275,248,244,310,340,313,320,135,166,71,72,72,269,255,263,420,405,424,562,205,231,57.3120700655312,39.1951818935428,16.6149427972991,5.78549378323186,2.85086211116835,1.49497695640415,K. Warm temperate and mesic,K,K10
109,-1.44,50.99,99,123,113,345,239,252,244,255,284,538,213,335,59,61,60,276,269,254,481,476,462,769,263,423,72.9856335294658,40.085470357548,11.1698277955768,4.48455996210109,1.69770117943314,1.07946268469653,J. Cool temperate and moist,J,J5
110,-1.59,51.05,108,126,120,297,170,198,243,238,247,546,246,370,64,65,65,281,312,273,476,450,480,794,249,418,66.4189667167335,33.7914588676018,10.1755748875011,4.72239214189914,1.67902301166249,1.12641442134116,J. Cool temperate and moist,J,J5
111,13.37,43.53,134,151,145,252,210,214,408,381,412,330,137,133,79,80,80,117,121,106,475,497,482,421,172,111,64.2908056618153,36.741738581744,14.4985634479029,6.56683875653905,2.54770119616698,1.50352916725152,K. Warm temperate and mesic,K,K5
112,15.53,41.47,130,145,141,304,227,244,350,405,352,298,132,134,74,78,78,205,186,206,445,409,442,313,119,145,48.7178168721583,30.9355118351106,15.8686784314013,6.50369194126482,3.10804603291654,1.79031778552091,L. Warm temperate and xeric,L,L1
113,17.43,45.83,137,153,149,240.736111111111,199,209.041666666667,218.516666666667,225.186111111111,221.980555555556,634.972222222222,174.272222222222,227.719444444444,59.4694444444444,60.7361111111111,60.5194444444445,450.147222222222,484.008333333333,437.847222222222,320.236111111111,279.708333333333,329.094444444444,349,150,191,72.4008633281993,37.4505046841639,11.4853450506926,7.74631195939883,2.21637935037243,1.51533626821118,I. Cool temperate and xeric,I,I4
114,17.09,49.31,111.815584415584,124.236363636364,118.953246753247,302,217,234,287,324,332,599,149,189,71,71,72,145,134,132,568,542,536,460.594805194805,152.535064935065,206.961038961039,49.0215525878915,27.4672915295093,9.47126455607171,7.7017258194528,2.13304600562772,1.46866402493541,H. Cool temperate and dry,H,H9
115,18.63,45.83,138,150,149,226,206,211,358,339,372,475,154,202,69,72,71,207,340,186,435,320,443,298,135,192,53.3339089466923,28.4280379372482,11.8037358094007,8.10665324211978,2.26724141823321,1.55865768362489,I. Cool temperate and xeric,I,I4
116,18.73,45.53,140,148,147,223,238,238,283,276,292,590,162,190,66,67,67,324,351,320,393,373,388,404,140,180,53.3339089466923,28.4280379372482,11.8037358094007,8.10665324211978,2.26724141823321,1.55865768362489,I. Cool temperate and xeric,I,I4
117,17.03,45.55,134,150,144,233,198,199,211,212,199,426,188,183,63,64,64,445,450,447,343,338,355,342,133,179,72.4008633281993,37.4505046841639,11.4853450506926,7.74631195939883,2.21637935037243,1.51533626821118,J. Cool temperate and moist,J,J6
118,22.8,40.63,129,143,141,309,231,228,330,349,330,274,130,154,78,80,81,232,224,225,437,428,445,345,125,142,39.1637937924985,22.1595374391571,15.0790232488479,7.72627119533211,2.68045981862079,1.76152210569116,L. Warm temperate and xeric,L,L1
119,-4.52,37.77,139,151,150,207,182,185,366,368,393,220,83,107,78,80,80,195,219,180,439,413,426,244,103,118,40.9597708090241,43.1666529130314,17.621264657755,6.46995338093337,3.86896557986051,2.11362047908081,L. Warm temperate and xeric,L,L5
120,-6.05,37.28,128.377358490566,138.094339622642,134.449685534591,189.176100628931,162.006289308176,167.339622641509,271.452830188679,281.135220125786,284.072327044025,226.880503144654,93.562893081761,116.198113207547,65.0062893081761,64.4402515723271,65.9654088050315,286.018867924528,308.814465408805,275.61320754717,332.459119496855,299.990566037736,330.22641509434,291.899371069182,127.594339622642,132.103773584906,44.5255754902188,49.5810780644351,18.5591957541718,5.71584605408693,3.86982765896567,1.99594202243091,L. Warm temperate and xeric,L,L6
121,10.32,43.67,130,148,145,320,286,288,394,383,390,493,210,259,73,73,73,224,237,217,382,379,393,849,375,311,68.4129322294531,46.8750721792583,14.7836209330066,6.01418999975339,2.52241383904013,1.39893454578397,K. Warm temperate and mesic,K,K10
122,26.6,46.77,131,145,142,335,254,278,382,406,391,374,188,183,67,69,68,249,225,242,370,369,367,363,164,174,45.3491387089779,29.9584370134412,9.59224155431763,8.71444029181971,2.10833336768308,1.51876434113631,H. Cool temperate and dry,H,H9
123,17.35,51.03,115.1175,131.6325,124.6375,247.3375,151.88,165.18,152.3725,180.4475,147.85,630.08,123.28,153.5625,54.65,57.2325,55.0675,467.235,437.7075,470.455,332.92,334.305,334.1675,494.635,134.565,187.325,46.7591963746082,29.5783684106,9.45258638416899,7.42916372047784,1.94798853027838,1.42277542976425,H. Cool temperate and dry,H,H5
124,23.11,38.37,128,143,142,215,184,183,281,333,315,324,115,203,76,79,80,200,184,186,518,483,499,315,142,245,42.3204029814565,35.2655813662636,15.6850577483232,6.90393591351695,3.05172418606007,1.88385296790491,L. Warm temperate and xeric,L,L3
125,20.92,46.83,133,132,133,309,274,286,411,431,417,403,153,192,76,77,77,118,184,93,472,385,489,288,137,199,44.9255755023025,25.9645551804948,11.6324714377051,8.20044699645553,2.35632187898817,1.6347770555631,I. Cool temperate and xeric,I,I4
126,13.8,53.37,136,159,146,297,177,204,117,104,89,734,176,138,64,67,65,687,680,712,196,216,199,382,186,171,49.317242217475,25.1301971443185,9.60201167143967,6.86640093005484,1.96839083881042,1.47797696969598,H. Cool temperate and dry,H,H5
127,-98.83,19.52,129,134,130,301,280,289,267,288,268,248,106,218,69,69,69,489,467,481,244,245,251,285,130,188,49.052874465655,44.1038143348628,14.7646554091881,2.08750594265588,3.33017246956113,0.535250736744589,K. Warm temperate and mesic,K,K10
128,20.33,44.87,135,149,146,288,267,271,457,437,456,612,216,163,67,67,67,202,209,204,341,354,340,353,164,181,59.5807483148301,31.1459304262191,13.1212645841698,8.22356971224834,2.53936785913404,1.68747777955074,I. Cool temperate and xeric,I,I4
129,17.98,45.53,140,154,149,243,234,235,252,283,260,418,138,204,62,63,63,388,385,363,360,332,376,321,99,153,65.6864954767556,34.0508771645148,11.5491381300421,7.87726280531057,2.25862072917751,1.53902563385117,J. Cool temperate and moist,J,J5
130,1.1167,41.8,138,148,147,259,218,240,265,303,254,278,120,157,78,80,80,252,238,253,483,460,493,334,123,171,49.9755755221022,30.4903221602433,13.9965519624195,6.13232007514551,3.06637936059771,1.62981644187216,K. Warm temperate and mesic,K,K5
131,0.1333,41.5,134,146,143,208,195,199,265,291,264,278,113,127,77,80,80,226,209,224,508,500,512,285,114,141,38.8109202200825,26.321971653809,16.0695404677556,6.49499418805423,3.49655178155022,1.87154939166673,K. Warm temperate and mesic,K,K9
132,1.267,41.767,135,145,140,277,194,213,301,317,296,291,117,159,77,79,79,227,229,227,472,454,476,338,122,153,49.9755755221022,30.4903221602433,13.9965519624195,6.13232007514551,3.06637936059771,1.62981644187216,K. Warm temperate and mesic,K,K5
133,1.2667,41.7667,135,145,140,277,194,213,301,317,296,291,117,159,77,79,79,227,229,227,472,454,476,338,122,153,49.9755755221022,30.4903221602433,13.9965519624195,6.13232007514551,3.06637936059771,1.62981644187216,K. Warm temperate and mesic,K,K5
134,17,59.9,78,128,115,345,200,257,251,251,246,857,204,457,53,56,54,318,332,319,431,417,435,1229,290,1001,46.4577594337792,25.7536846351781,6.45143687545226,7.35323447259004,1.52672415609932,1.44505664721971,G. Cold and mesic,G,G12
135,17.6667,59.8,85,124,108,344,169,221,214,231,223,975,222,469,50,53,50,480,451,472,306,318,305,1324,427,1335,44.7893685801276,24.9391938078161,6.68534495234061,7.48314455440401,1.60718393426431,1.50782021568996,G. Cold and mesic,G,G12
136,-3.2167,55.9333,72.6244444444445,81.7977777777778,77.8488888888889,268.777777777778,181.348888888889,191.2,117.371111111111,110.253333333333,121.564444444444,866.511111111111,294.362222222222,420.36,41.2844444444445,42.5911111111111,42.4533333333333,456.173333333333,486.315555555556,413.695555555556,210.886666666667,187.842222222222,249.197777777778,1601.35333333333,630.42,850.14,73.9945413847079,30.4275624750569,8.21523000856583,4.1972920569029,1.37413796251533,0.885599252653833,J. Cool temperate and moist,J,J3
137,16.9,52.4167,117.635491606715,135.244604316547,127.796163069544,253.275779376499,124.947242206235,144.378896882494,85.1534772182254,100.551558752998,71.3357314148681,591.925659472422,169.549160671463,158.474820143885,55.5035971223022,58.1918465227818,55.9760191846523,693.381294964029,673.635491606715,704.796163069544,163.896882494005,168.21582733813,166.278177458034,510.676258992806,183.175059952038,206.091127098321,42.9620697272235,25.7782055103164,9.55229901366107,7.3383028215031,1.9873563611516,1.50746882109144,H. Cool temperate and dry,H,H5
138,17.0167,45.9167,135,148,143,277,187,213,189,214,189,673,152,271,52,53,52,518,530,515,293,256,297,411,99,213,72.4008633281993,37.4505046841639,11.4853450506926,7.74631195939883,2.21637935037243,1.51533626821118,J. Cool temperate and moist,J,J5
139,6.2333,46.4,121,138,136,350,220,258,248,271,244,701,186,350,66,68,67,378,357,376,373,372,380,729,233,350,80.147127965401,38.4228111649764,10.1721265989345,6.52419133541378,2.09022991496256,1.36905570888728,J. Cool temperate and moist,J,J3
140,11.8833,45.05,107.775910364146,118.949579831933,115.871148459384,271,243,256,294,316,299,563,222,167,75,77,78,221,234,212,485,449,489,395.971988795518,145.128851540616,183.06162464986,61.6603457768416,31.3744322663655,13.3910921704581,7.60319648204773,2.14856325098495,1.54133190287912,K. Warm temperate and mesic,K,K5
141,-1.65,51.65,99,127,116,313,151,177,369,387,378,643,247,339,58,59,61,251,253,242,379,360,380,847,192,421,63.6660930151227,30.0760711015518,10.0410921312012,4.74533674429499,1.67068968165195,1.11225948897338,J. Cool temperate and moist,J,J3
142,9.5833,56.4833,85,125,117,278,134,160,102,119,100,648,232,306,57,58,58,620,601,617,278,280,283,978,373,784,59.6152308165342,28.0009168650206,8.28534495220359,6.04418306041233,1.56321841596101,1.24811005412387,G. Cold and mesic,G,G13
143,26.5167,44.45,135,144,143,281,260,261,480,483,497,348,154,174,67,67,66,99,92,97,422,426,406,339,152,159,46.1767249182723,25.1373293154112,12.2528737311348,8.76529175986602,2.4609195831949,1.71733704766705,I. Cool temperate and xeric,I,I4
144,21.9167,48.75,128,137,133,262,165,192,289,329,300,647,208,182,63,64,64,138,141,128,574,530,572,450,105,195,59.4522999470261,33.2644129538696,9.31867830510969,8.05906675097921,2.05517244983422,1.43942102607324,H. Cool temperate and dry,H,H9
145,9.7,45,134,149,146,258,244,245,365,374,366,436,161,169,74,76,76,174,198,162,461,428,472,532,139,172,80.5936795747143,44.4972361627391,11.6956898732346,6.80915728956407,2.26350578494456,1.40584058380745,K. Warm temperate and mesic,K,K3
146,0.8667,52.5833,110,133,120,262,154,164,238,230,206,554,226,196,64,67,67,477,493,502,285,277,291,608,139,227,61.1994264016206,29.7051257732991,9.93074729006695,4.74773455620452,1.54942531455522,1.02783998330347,J. Cool temperate and moist,J,J3
147,23.7833,46.5667,118.785326086957,129.964673913043,125.785326086957,272.073369565217,222.086956521739,240.728260869565,352.516304347826,372.630434782609,370.690217391304,514.130434782609,175.70652173913,250.899456521739,60.9673913043478,61.5706521739131,61.3206521739131,228.290760869565,222.100543478261,222.271739130435,370.247282608696,356.350543478261,358.141304347826,509.125,204.279891304348,269.247282608696,49.4862077249878,30.8084696882504,9.64425301202841,8.14999146713504,2.02931037699354,1.43241704458942,H. Cool temperate and dry,H,H9
148,9.0333,48.1167,117,129,124,305.924083769634,201.534031413613,220.070680628272,259.128272251309,276.196335078534,271.170157068063,576.170157068063,177.397905759162,274.895287958115,54.7225130890052,56.0942408376963,55.9869109947644,224.939790575916,219.178010471204,216.696335078534,429.471204188482,418.235602094241,425.772251308901,976,267,379,77.877587834994,37.6815127964461,8.86752890247381,6.75465123095368,1.8586207189351,1.27397373748447,G. Cold and mesic,G,G13
149,15.1167,52.5167,125,143,136,296,121,173,99,138,73,754,210,150,50,54,50,717,649,738,184,213,189,571,186,217,46.9218399884372,25.3623813973258,9.7330461547164,7.09758057405205,1.97413796813752,1.47906356035912,H. Cool temperate and dry,H,H9
150,14.1167,52.85,132,150,142,282.400479616307,170.083932853717,191.237410071942,117.467625899281,125.589928057554,97.6426858513189,722.820143884892,230.306954436451,209.796163069544,55.0047961630695,57.462829736211,55.4268585131895,630.302158273381,610.069544364508,646.079136690648,199.486810551559,211.594724220623,203.541966426859,643,233,280,47.2022996887393,24.7149644397219,9.85201167563597,7.0692150741347,2.00316095801777,1.50032326809192,H. Cool temperate and dry,H,H9
151,0.8333,41.1667,113,126,118,225,201,202,237,302,240,431,130,200,72,73,73,330,303,327,433,395,433,667,163,311,42.2916673908288,29.2799364599541,15.7919542789459,6.23874614957758,3.39367821435819,1.74749397838764,K. Warm temperate and mesic,K,K9
152,-0.45,41.1833,134,146,145,203,184,178,312,350,325,243,127,121,77,80,79,191,181,186,498,469,489,232,106,112,37.0804604120638,24.1003983278804,15.691666910018,6.59809730780815,3.49339086245531,1.92014561699752,K. Warm temperate and mesic,K,K9
153,-0.7833,41.85,133,147,144,231,198,211,379,406,351,331,125,148,75,77,76,182,169,191,439,425,458,345,153,156,39.8034489502509,23.7996622231725,14.8767244137567,6.75247463675037,3.43419546162945,1.99473595368326,K. Warm temperate and mesic,K,K9
154,-0.45,42.1833,115,130,125,290,208,223,294,329,295,535,149,191,70,70,70,280,257,275,425,413,430,706,230,274,61.6419549543282,33.0406681581551,11.6770117368506,6.67538313641374,3.03448280520823,1.82722466399641,I. Cool temperate and xeric,I,I4
155,-5.3333,37.7,142,150,148,204,205,212,331,376,349,196,100,114,74,74,75,265,273,242,403,351,409,231,97,121,42.5267248414671,45.745521128163,17.7376439955043,6.40407766460824,3.94022994514169,2.18204411068707,L. Warm temperate and xeric,L,L6
156,25.0833,64.6667,61,129,102,601,206,314,183,195,184,1012,274,652,46,51,46,531,522,530,286,283,285,2352,438,1432,40.7689661102733,20.0360617569585,2.90373569217393,9.18224169438983,1.31063220622125,1.31509817756967,G. Cold and mesic,G,G4
157,-4.5167,37.7667,139,151,150,207,182,185,366,368,393,220,83,107,78,80,80,195,219,180,439,413,426,244,103,118,40.9597708090241,43.1666529130314,17.621264657755,6.46995338093337,3.86896557986051,2.11362047908081,L. Warm temperate and xeric,L,L5
158,-3.0833,56.4667,65.4257641921397,74.5218340611354,70.1681222707424,241.786026200873,151.626637554585,160.28384279476,91.4759825327511,89.1331877729258,94.382096069869,755.085152838428,245.25327510917,349.412663755459,38.2117903930131,39.5131004366812,39.3471615720524,455.294759825328,478.364628820961,415.731441048035,178.139737991266,157.393013100437,214.770742358079,1456.97816593886,479.371179039301,694.61135371179,75.1988519169818,31.0353489366877,8.70402311949038,4.29891565907128,1.41752876118682,0.92084894166726,G. Cold and mesic,G,G13
159,37.55,36.1833,143,147,146,304,320,311,503,536,520,165,80,118,77,77,76,130,115,120,367,349,359,127,64,104,25.6479889668053,26.9297987075353,18.3603451868583,8.68329307581351,4.63908056298207,3.06329420510709,L. Warm temperate and xeric,L,L5
160,12.7667,45.6333,121,143,137,318,255,257,360,376,365,526,239,201,74,76,76,102,122,91,538,502,544,639,246,249,95.2758634395298,50.1736018033115,14.0686784198229,7.13504748514818,2.23620693865179,1.49589623871058,K. Warm temperate and mesic,K,K3
161,13.35,46.05,108,124,119,333,264,289,212,203,208,458,259,294,69,70,70,335,318,308,453,479,484,674,297,450,167.543968112989,83.8009293638064,9.01781623298838,6.87080238395277,1.88333336589323,1.23143662615522,K. Warm temperate and mesic,K,K3
162,10.7667,44.7167,129,147,143,324,252,249,332,357,345,587,191,233,75,77,77,194,182,184,474,462,472,560,168,211,64.2002884317404,35.2625754637664,13.7356324107226,7.83966468604766,2.3270115341092,1.64943979934503,K. Warm temperate and mesic,K,K3
163,8.1333,45.2167,133,149,146,256,221,231,295,274,281,433,146,177,67,68,68,225,231,223,480,495,496,545,177,207,84.6770131368747,46.8533802555373,13.2100576660756,7.43540390647868,2.18419543914925,1.47365245971355,K. Warm temperate and mesic,K,K3
164,113,34.5,124,136,128,199,189,193,196,246,210,255,105,150,69,69,70,328,298,317,476,456,473,369,107,193,57.6316103753259,58.0479055975415,14.3114944723189,9.13221091051354,2.88477016711372,1.22089080497585,K. Warm temperate and mesic,K,K3
165,17.85,50.6333,127,141,135,263,163,172,118,175,114,694,99,179,55,57,55,547,493,546,335,332,340,431,140,180,49.4882192770983,31.4155845321083,9.46695420265883,7.46309476532631,1.94310347977812,1.3894139342587,H. Cool temperate and dry,H,H5
166,9.6833,45.2,132,148,144,231.916201117318,175.835195530726,192.150837988827,250.368715083799,271.114525139665,252.871508379888,460.025139664804,156.324022346369,167.72625698324,61.7513966480447,62.659217877095,62.731843575419,257.025139664804,254.013966480447,247.768156424581,378.086592178771,360.388268156425,384.849162011173,567,144,152,76.0120704571406,40.256490063635,13.5367818407543,7.67512351784655,2.23505751332589,1.56973567866433,K. Warm temperate and mesic,K,K3
167,9.5667,56.5,85,125,117,278,134,160,102,119,100,648,232,306,57,58,58,620,601,617,278,280,283,978,373,784,59.6152308165342,28.0009168650206,8.28534495220359,6.04418306041233,1.56321841596101,1.24811005412387,G. Cold and mesic,G,G13
168,10.85,60.7,85,125,112,425,215,276,133,140,132,867,156,427,51,52,52,528,515,515,338,345,353,1335,481,738,63.282184921462,31.7236520289589,3.78706901323521,7.98964613823587,1.47959772058516,1.34969860744445,G. Cold and mesic,G,G9
169,10.6667,59.6667,86,119,108,309,199,245,163,181,164,605,302,429,48,51,49,479,498,464,358,321,372,1268,373,967,73.1040242458212,35.7944794697082,6.33045988707621,7.38174746668987,1.62586209989399,1.39326009262686,G. Cold and mesic,G,G13
170,21.45,42,124,142,136,262,211,225,288,301,289,299,118,133,69,70,71,331,318,334,382,382,377,357,112,149,58.2841964453116,26.7553700777763,9.18793119004146,7.77521556994597,2.56954027883623,1.53862579545926,K. Warm temperate and mesic,K,K4
171,21.0122,52.2297,104.667475728155,124.131067961165,115.614077669903,264.016990291262,135.133495145631,160.849514563107,84.0655339805825,90.5485436893204,71.6116504854369,551.672330097087,209.01213592233,178,47.9441747572816,50.8495145631068,48.6917475728155,625.966019417476,622.077669902913,636.495145631068,185.623786407767,182.96359223301,187.495145631068,718.410194174757,250.621359223301,237.96359223301,42.0485638756862,25.0000136290245,8.97471279342627,7.70486917610184,1.9508621028314,1.46689674859841,H. Cool temperate and dry,H,H5
172,17.8644,53.0814,123,141,132,258,128,158,65,78,59,611,273,175,49,52,49,750,736,759,185,185,182,718,160,250,47.603161770722,26.0888943823526,8.89597718218534,7.08166345605471,1.82097703888584,1.37364749838828,H. Cool temperate and dry,H,H5
173,-3.7492,40.4636,116.728915662651,126.903614457831,124.198795180723,207.280120481928,189.015060240964,191.496987951807,204.069277108434,222.822289156627,200.10843373494,291.228915662651,114.825301204819,118.58734939759,63.6385542168675,65.0240963855422,64.9789156626506,379.91265060241,376.048192771084,384.036144578313,295.557228915663,280.623493975904,295.361445783133,336.042168674699,132.629518072289,141.219879518072,33.0215524371457,27.707301988067,15.3752875780237,6.97547946482465,3.41867822631337,2.05494318875007,K. Warm temperate and mesic,K,K9
174,-3.749167,40.463611,116.728915662651,126.903614457831,124.198795180723,207.280120481928,189.015060240964,191.496987951807,204.069277108434,222.822289156627,200.10843373494,291.228915662651,114.825301204819,118.58734939759,63.6385542168675,65.0240963855422,64.9789156626506,379.91265060241,376.048192771084,384.036144578313,295.557228915663,280.623493975904,295.361445783133,336.042168674699,132.629518072289,141.219879518072,33.0215524371457,27.707301988067,15.3752875780237,6.97547946482465,3.41867822631337,2.05494318875007,K. Warm temperate and mesic,K,K9
175,10.451389,51.165556,119,136,130,313,144,170,275,282,303,683,186,207,53,55,54,168,184,154,557,534,543,555,287,281,54.3416676774792,24.3073341176035,8.78477025680758,6.51265886545757,1.74827589073229,1.27166978467988,H. Cool temperate and dry,H,H5
176,-3.2766,54.7024,97,107,103,353,231,265,218,204,219,796,547,627,54,55,55,459,482,439,323,313,342,1715,786,1099,172.019255835435,82.8562137512493,8.79195416350474,4.17817081742656,1.37183910796697,0.891141214940151,J. Cool temperate and moist,J,J1
177,18.48,53.16,115,138,129,309,131,163,97,112,91,666,145,177,65,68,66,659,662,673,244,226,236,622,233,194,46.1149433577198,25.7700968793443,8.9862070687158,7.11169319005554,1.80459772992408,1.36389493893123,H. Cool temperate and dry,H,H5
